Code Insee;Code Postal;Ville;Nom Ville long;;;;;Cedex
24014;24290;AUBAS;AUBAS;24;E;01.01.0001;25.10.199325.10.1993;
43011;43380;AUBAZAT;AUBAZAT;43;E;01.01.0001;25.10.199325.10.1993;
19013;19190;AUBAZINES;AUBAZINES;19;E;01.01.0001;25.10.199310.01.1994;
57037;57580;AUBE;AUBE;57;E;01.01.0001;25.10.199325.10.1993;
61008;61270;AUBE;AUBE;61;E;01.01.0001;25.10.199325.10.1993;
76028;76390;AUBEGUIMONT;AUBEGUIMONT;76;E;01.01.0001;25.10.199325.10.1993;
07019;07200;AUBENAS;AUBENAS;07;E;01.01.0001;25.10.199325.10.1993;
07019;07201;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07202;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07203;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07204;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07205;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07206;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07207;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07208;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
07019;07209;AUBENAS;AUBENAS CEDEX;07;E;01.01.0001;28.05.200328.05.2003;C
04012;04110;AUBENAS LES ALPES;AUBENAS LES ALPES;04;E;01.01.0001;25.10.199325.10.1993;
26015;26340;AUBENASSON;AUBENASSON;26;E;01.01.0001;25.10.199325.10.1993;
59023;59265;AUBENCHEUL AU BAC;AUBENCHEUL AU BAC;59;E;01.01.0001;25.10.199325.10.1993;
02030;02420;AUBENCHEUL AUX BOIS;AUBENCHEUL AUX BOIS;02;E;01.01.0001;25.10.199325.10.1993;
02031;02500;AUBENTON;AUBENTON;02;E;01.01.0001;25.10.199325.10.1993;
77010;77720;AUBEPIERRE OZOUER LE REPOS;AUBEPIERRE OZOUER LE REPOS;77;E;01.01.0001;25.10.199325.10.1993;
52022;52210;AUBEPIERRE SUR AUBE;AUBEPIERRE SUR AUBE;52;E;01.01.0001;25.10.199325.10.1993;
59024;59165;AUBERCHICOURT;AUBERCHICOURT;59;E;01.01.0001;25.10.199325.10.1993;
80035;80110;AUBERCOURT;AUBERCOURT;80;E;01.01.0001;25.10.199325.10.1993;
78029;78410;AUBERGENVILLE;AUBERGENVILLE;78;E;01.01.0001;25.10.199325.10.1993;
78029;78411;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78412;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78413;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78414;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78415;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78416;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78417;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78418;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78419;AUBERGENVILLE;AUBERGENVILLE CEDEX;78;E;01.01.0001;24.01.200624.01.2006;C
78029;78680;AUBERGENVILLE;AUBERGENVILLE;78;E;01.01.0001;10.02.199710.02.1997;
51019;51600;AUBERIVE;AUBERIVE;51;E;01.01.0001;25.10.199325.10.1993;
52023;52160;AUBERIVE;AUBERIVE;52;E;01.01.0001;25.10.199325.10.1993;
38018;38680;AUBERIVES EN ROYANS;AUBERIVES EN ROYANS;38;E;01.01.0001;25.10.199325.10.1993;
38019;38550;AUBERIVES SUR VAREZE;AUBERIVES SUR VAREZE;38;E;01.01.0001;25.10.199325.10.1993;
76029;76340;AUBERMESNIL AUX ERABLES;AUBERMESNIL AUX ERABLES;76;E;01.01.0001;25.10.199325.10.1993;
76030;76550;AUBERMESNIL BEAUMAIS;AUBERMESNIL BEAUMAIS;76;E;01.01.0001;25.10.199325.10.1993;
59025;59249;AUBERS;AUBERS;59;E;01.01.0001;25.10.199325.10.1993;
70033;70190;AUBERTANS;BEAUMOTTE AUBERTANS;70;E;01.01.0001;25.10.199325.10.1993;
64072;64290;AUBERTIN;AUBERTIN;64;E;01.01.0001;25.10.199325.10.1993;
14024;14640;AUBERVILLE;AUBERVILLE;14;E;01.01.0001;25.10.199325.10.1993;
76031;76170;AUBERVILLE LA CAMPAGNE;AUBERVILLE LA CAMPAGNE;76;E;01.01.0001;25.10.199325.10.1993;
76032;76450;AUBERVILLE LA MANUEL;AUBERVILLE LA MANUEL;76;E;01.01.0001;25.10.199325.10.1993;
76033;76110;AUBERVILLE LA RENAULT;AUBERVILLE LA RENAULT;76;E;01.01.0001;25.10.199325.10.1993;
93001;93300;AUBERVILLIERS;AUBERVILLIERS;93;E;01.01.0001;25.10.199325.10.1993;
93001;93301;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93302;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93303;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93304;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93305;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93306;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93307;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93308;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93309;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93321;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;20.12.200420.12.2004;C
93001;93322;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;20.12.200420.12.2004;C
93001;93323;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.02.200528.02.2005;C
93001;93324;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.02.200528.02.2005;C
93001;93325;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.02.200528.02.2005;C
93001;93326;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.02.200528.02.2005;C
93001;93327;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.02.200528.02.2005;C
93001;93328;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.02.200528.02.2005;C
93001;93329;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.02.200528.02.2005;C
93001;93531;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93532;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93533;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93535;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
93001;93537;AUBERVILLIERS;AUBERVILLIERS CEDEX;93;E;01.01.0001;28.05.200328.05.2003;C
10015;10150;AUBETERRE;AUBETERRE;10;E;01.01.0001;25.10.199325.10.1993;
16020;16390;AUBETERRE SUR DRONNE;AUBETERRE SUR DRONNE;16;E;01.01.0001;25.10.199325.10.1993;
16021;16250;AUBEVILLE;AUBEVILLE;16;E;01.01.0001;25.10.199325.10.1993;
27022;27940;AUBEVOYE;AUBEVOYE;27;E;01.01.0001;25.10.199325.10.1993;
33017;33430;AUBIAC;AUBIAC;33;E;01.01.0001;25.10.199325.10.1993;
47016;47310;AUBIAC;AUBIAC;47;E;01.01.0001;25.10.199325.10.1993;
63013;63260;AUBIAT;AUBIAT;63;E;01.01.0001;25.10.199325.10.1993;
33018;33240;AUBIE ET ESPESSAS;AUBIE ET ESPESSAS;33;E;01.01.0001;25.10.199325.10.1993;
63014;63170;AUBIERE;AUBIERE;63;E;01.01.0001;25.10.199325.10.1993;
63014;63171;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63172;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63173;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63174;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63175;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63176;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63177;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63178;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
63014;63179;AUBIERE;AUBIERE CEDEX;63;E;01.01.0001;28.05.200328.05.2003;C
32012;32270;AUBIET;AUBIET;32;E;01.01.0001;25.10.199325.10.1993;
84004;84810;AUBIGNAN;AUBIGNAN;84;E;01.01.0001;25.10.199325.10.1993;
07020;07400;AUBIGNAS;AUBIGNAS;07;E;01.01.0001;25.10.199325.10.1993;
35007;35250;AUBIGNE;AUBIGNE;35;E;01.01.0001;25.10.199325.10.1993;
79018;79110;AUBIGNE;AUBIGNE;79;E;01.01.0001;25.10.199325.10.1993;
72013;72800;AUBIGNE RACAN;AUBIGNE RACAN;72;E;01.01.0001;25.10.199325.10.1993;
49012;49540;AUBIGNE SUR LAYON;AUBIGNE SUR LAYON;49;E;01.01.0001;25.10.199320.03.1995;
70034;70140;AUBIGNEY;BROYE AUBIGNEY MONTSEUGNY;70;E;01.01.0001;25.10.199325.10.1993;
04013;04200;AUBIGNOSC;AUBIGNOSC;04;E;01.01.0001;25.10.199325.10.1993;
03009;03460;AUBIGNY;AUBIGNY;03;E;01.01.0001;25.10.199325.10.1993;
14025;14700;AUBIGNY;AUBIGNY;14;E;01.01.0001;25.10.199325.10.1993;
79019;79390;AUBIGNY;AUBIGNY;79;E;01.01.0001;25.10.199325.10.1993;
80036;80800;AUBIGNY;AUBIGNY;80;E;01.01.0001;25.10.199325.10.1993;
85008;85430;AUBIGNY;AUBIGNY;85;E;01.01.0001;25.10.199325.10.1993;
59026;59265;AUBIGNY AU BAC;AUBIGNY AU BAC;59;E;01.01.0001;25.10.199325.10.1993;
02032;02590;AUBIGNY AUX KAISNES;AUBIGNY AUX KAISNES;02;E;01.01.0001;25.10.199325.10.1993;
62045;62690;AUBIGNY EN ARTOIS;AUBIGNY EN ARTOIS;62;E;01.01.0001;25.10.199325.10.1993;
02033;02820;AUBIGNY EN LAONNOIS;AUBIGNY EN LAONNOIS;02;E;01.01.0001;25.10.199325.10.1993;
21031;21170;AUBIGNY EN PLAINE;AUBIGNY EN PLAINE;21;E;01.01.0001;25.10.199325.10.1993;
21032;21340;AUBIGNY LA RONCE;AUBIGNY LA RONCE;21;E;01.01.0001;25.10.199325.10.1993;
08026;08150;AUBIGNY LES POTHEES;AUBIGNY LES POTHEES;08;E;01.01.0001;25.10.199325.10.1993;
21033;21540;AUBIGNY LES SOMBERNON;AUBIGNY LES SOMBERNON;21;E;01.01.0001;25.10.199325.10.1993;
18015;18700;AUBIGNY SUR NERE;AUBIGNY SUR NERE;18;E;01.01.0001;25.10.199325.10.1993;
51020;51170;AUBILLY;AUBILLY;51;E;01.01.0001;25.10.199325.10.1993;
12013;12110;AUBIN;AUBIN;12;E;01.01.0001;25.10.199325.10.1993;
64073;64230;AUBIN;AUBIN;64;E;01.01.0001;25.10.199325.10.1993;
62046;62140;AUBIN ST VAAST;AUBIN ST VAAST;62;E;01.01.0001;25.10.199325.10.1993;
18016;18220;AUBINGES;AUBINGES;18;E;01.01.0001;25.10.199325.10.1993;
08027;08270;AUBONCOURT VAUZELLES;AUBONCOURT VAUZELLES;08;E;01.01.0001;25.10.199325.10.1993;
25029;25520;AUBONNE;AUBONNE;25;E;01.01.0001;25.10.199325.10.1993;
30020;30620;AUBORD;AUBORD;30;E;01.01.0001;25.10.199325.10.1993;
54028;54580;AUBOUE;AUBOUE;54;E;01.01.0001;25.10.199325.10.1993;
54028;54910;AUBOUE;AUBOUE;54;E;01.01.0001;14.01.199914.01.1999;
54028;54980;AUBOUE;AUBOUE;54;E;01.01.0001;14.01.199914.01.1999;
64074;64330;AUBOUS;AUBOUS;64;E;01.01.0001;25.10.199325.10.1993;
12900;12470;AUBRAC;ST CHELY D AUBRAC;12;E;01.01.0001;25.10.199325.10.1993;
26016;26110;AUBRES;AUBRES;26;E;01.01.0001;25.10.199325.10.1993;
55014;55120;AUBREVILLE;AUBREVILLE;55;E;01.01.0001;25.10.199325.10.1993;
08028;08320;AUBRIVES;AUBRIVES;08;E;01.01.0001;25.10.199325.10.1993;
62047;62390;AUBROMETZ;AUBROMETZ;62;E;01.01.0001;25.10.199325.10.1993;
59027;59494;AUBRY DU HAINAUT;AUBRY DU HAINAUT;59;E;01.01.0001;25.10.199325.10.1993;
61009;61160;AUBRY EN EXMES;AUBRY EN EXMES;61;E;01.01.0001;25.10.199325.10.1993;
61010;61120;AUBRY LE PANTHOU;AUBRY LE PANTHOU;61;E;01.01.0001;25.10.199325.10.1993;
68014;68150;AUBURE;AUBURE;68;E;01.01.0001;25.10.199325.10.1993;
30021;30190;AUBUSSARGUES;AUBUSSARGUES;30;E;01.01.0001;25.10.199325.10.1993;
23008;23200;AUBUSSON;AUBUSSON;23;E;01.01.0001;25.10.199325.10.1993;
61011;61100;AUBUSSON;AUBUSSON;61;E;01.01.0001;25.10.199325.10.1993;
63015;63120;AUBUSSON D AUVERGNE;AUBUSSON D AUVERGNE;63;E;01.01.0001;25.10.199325.10.1993;
80037;80110;AUBVILLERS;AUBVILLERS;80;E;01.01.0001;25.10.199325.10.1993;
59028;59950;AUBY;AUBY;59;E;01.01.0001;25.10.199325.10.1993;
22003;22100;AUCALEUC;AUCALEUC;22;E;01.01.0001;25.10.199325.10.1993;
31022;31140;AUCAMVILLE;AUCAMVILLE;31;E;01.01.0001;25.10.199325.10.1993;
82005;82600;AUCAMVILLE;AUCAMVILLE;82;E;01.01.0001;25.10.199325.10.1993;
09025;09800;AUCAZEIN;AUCAZEIN;09;E;01.01.0001;25.10.199325.10.1993;
26017;26340;AUCELON;AUCELON;26;E;01.01.0001;25.10.199325.10.1993;
50019;50170;AUCEY LA PLAINE;AUCEY LA PLAINE;50;E;01.01.0001;25.10.199325.10.1993;
32013;32000;AUCH;AUCH;32;E;01.01.0001;25.10.199325.10.1993;
32013;32001;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32002;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32003;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32004;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32005;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32006;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32007;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32008;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32009;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32010;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32011;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32012;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32013;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32014;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32015;AUCH;AUCH CEDEX;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32016;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32017;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32018;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32019;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32020;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32021;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32022;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32810;AUCH;AUCH;32;E;01.01.0001;25.10.199325.10.1993;
32013;32901;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32902;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
32013;32909;AUCH;AUCH CEDEX 9;32;E;01.01.0001;28.05.200328.05.2003;C
62048;62260;AUCHEL;AUCHEL;62;E;01.01.0001;25.10.199325.10.1993;
80038;80560;AUCHONVILLERS;AUCHONVILLERS;80;E;01.01.0001;25.10.199325.10.1993;
62049;62190;AUCHY AU BOIS;AUCHY AU BOIS;62;E;01.01.0001;25.10.199325.10.1993;
60026;60360;AUCHY LA MONTAGNE;AUCHY LA MONTAGNE;60;E;01.01.0001;25.10.199325.10.1993;
62050;62770;AUCHY LES HESDIN;AUCHY LES HESDIN;62;E;01.01.0001;25.10.199325.10.1993;
62051;62138;AUCHY LES MINES;AUCHY LES MINES;62;E;01.01.0001;25.10.199325.10.1993;
59029;59310;AUCHY LEZ ORCHIES;AUCHY LEZ ORCHIES;59;E;01.01.0001;25.10.199325.10.1993;
65045;65400;AUCUN;AUCUN;65;E;01.01.0001;25.10.199325.10.1993;
64075;64190;AUDAUX;AUDAUX;64;E;01.01.0001;25.10.199325.10.1993;
64076;64170;AUDEJOS;LACQ;64;E;01.01.0001;25.10.199325.10.1993;
39024;39700;AUDELANGE;AUDELANGE;39;E;01.01.0001;25.10.199325.10.1993;
52025;52240;AUDELONCOURT;AUDELONCOURT;52;E;01.01.0001;25.10.199325.10.1993;
62052;62250;AUDEMBERT;AUDEMBERT;62;E;01.01.0001;25.10.199325.10.1993;
59030;59540;AUDENCOURT;CAUDRY;59;E;01.01.0001;25.10.199325.10.1993;
33019;33980;AUDENGE;AUDENGE;33;E;01.01.0001;25.10.199325.10.1993;
50020;50440;AUDERVILLE;AUDERVILLE;50;E;01.01.0001;25.10.199325.10.1993;
03010;03190;AUDES;AUDES;03;E;01.01.0001;25.10.199325.10.1993;
25030;25170;AUDEUX;AUDEUX;25;E;01.01.0001;25.10.199325.10.1993;
45012;45300;AUDEVILLE;AUDEVILLE;45;E;01.01.0001;25.10.199325.10.1993;
29003;29770;AUDIERNE;AUDIERNE;29;E;01.01.0001;25.10.199325.10.1993;
02034;02300;AUDIGNICOURT;AUDIGNICOURT;02;E;01.01.0001;25.10.199325.10.1993;
59031;59570;AUDIGNIES;AUDIGNIES;59;E;01.01.0001;25.10.199325.10.1993;
40017;40500;AUDIGNON;AUDIGNON;40;E;01.01.0001;25.10.199325.10.1993;
02035;02120;AUDIGNY;AUDIGNY;02;E;01.01.0001;25.10.199325.10.1993;
09901;09200;AUDINAC LES BAINS;MONTJOIE EN COUSERANS;09;E;01.01.0001;25.10.199325.10.1993;
25031;25400;AUDINCOURT;AUDINCOURT;25;E;01.01.0001;25.10.199325.10.1993;
25031;25401;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25402;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25403;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25404;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25405;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25406;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25407;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25409;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
25031;25479;AUDINCOURT;AUDINCOURT CEDEX;25;E;01.01.0001;28.05.200328.05.2003;C
62053;62560;AUDINCTHUN;AUDINCTHUN;62;E;01.01.0001;25.10.199325.10.1993;
62054;62179;AUDINGHEN;AUDINGHEN;62;E;01.01.0001;25.10.199325.10.1993;
40018;40400;AUDON;AUDON;40;E;01.01.0001;25.10.199325.10.1993;
50021;50480;AUDOUVILLE LA HUBERT;AUDOUVILLE LA HUBERT;50;E;01.01.0001;25.10.199325.10.1993;
62055;62890;AUDREHEM;AUDREHEM;62;E;01.01.0001;25.10.199325.10.1993;
09026;09800;AUDRESSEIN;AUDRESSEIN;09;E;01.01.0001;25.10.199325.10.1993;
62056;62164;AUDRESSELLES;AUDRESSELLES;62;E;01.01.0001;25.10.199325.10.1993;
14026;14250;AUDRIEU;AUDRIEU;14;E;01.01.0001;25.10.199325.10.1993;
24015;24260;AUDRIX;AUDRIX;24;E;01.01.0001;25.10.199325.10.1993;
62057;62162;AUDRUICQ;AUDRUICQ;62;E;01.01.0001;04.08.199804.08.1998;
62057;62370;AUDRUICQ;AUDRUICQ;62;E;01.01.0001;25.10.199325.10.1993;
54029;54560;AUDUN LE ROMAN;AUDUN LE ROMAN;54;E;01.01.0001;25.10.199325.10.1993;
57038;57390;AUDUN LE TICHE;AUDUN LE TICHE;57;E;01.01.0001;25.10.199325.10.1993;
57038;57710;AUDUN LE TICHE;AUDUN LE TICHE;57;E;01.01.0001;28.11.200028.11.2000;
57038;57840;AUDUN LE TICHE;AUDUN LE TICHE;57;E;01.01.0001;28.11.200028.11.2000;
67014;67480;AUENHEIM;AUENHEIM;67;E;01.01.0001;25.10.199325.10.1993;
78030;78610;AUFFARGIS;AUFFARGIS;78;E;01.01.0001;25.10.199325.10.1993;
76034;76720;AUFFAY;AUFFAY;76;E;01.01.0001;25.10.199325.10.1993;
77011;77570;AUFFERVILLE;AUFFERVILLE;77;E;01.01.0001;25.10.199325.10.1993;
78031;78930;AUFFREVILLE BRASSEUIL;AUFFREVILLE BRASSEUIL;78;E;01.01.0001;25.10.199325.10.1993;
08029;08370;AUFLANCE;AUFLANCE;08;E;01.01.0001;25.10.199325.10.1993;
64077;64450;AUGA;AUGA;64;E;01.01.0001;25.10.199325.10.1993;
56006;56800;AUGAN;AUGAN;56;E;01.01.0001;25.10.199325.10.1993;
08030;08380;AUGE;AUGE;08;E;01.01.0001;25.10.199325.10.1993;
16022;16170;AUGE;AUGE ST MEDARD;16;E;01.01.0001;25.10.199318.10.1994;
23009;23170;AUGE;AUGE;23;E;01.01.0001;25.10.199325.10.1993;
79020;79400;AUGE;AUGE;79;E;01.01.0001;25.10.199325.10.1993;
16339;16170;AUGE ST MEDARD;AUGE ST MEDARD;16;E;01.01.0001;25.10.199318.10.1994;
39025;39190;AUGEA;AUGEA;39;E;01.01.0001;25.10.199325.10.1993;
60027;60800;AUGER ST VINCENT;AUGER ST VINCENT;60;E;01.01.0001;25.10.199325.10.1993;
39026;39380;AUGERANS;AUGERANS;39;E;01.01.0001;25.10.199325.10.1993;
23010;23210;AUGERES;AUGERES;23;E;01.01.0001;25.10.199325.10.1993;
63016;63930;AUGEROLLES;AUGEROLLES;63;E;01.01.0001;25.10.199325.10.1993;
77012;77560;AUGERS EN BRIE;AUGERS EN BRIE;77;E;01.01.0001;25.10.199325.10.1993;
45013;45330;AUGERVILLE LA RIVIERE;AUGERVILLE LA RIVIERE;45;E;01.01.0001;25.10.199325.10.1993;
04014;04310;AUGES;PEYRUIS;04;E;01.01.0001;25.10.199325.10.1993;
52026;52270;AUGEVILLE;PAUTAINES AUGEVILLE;52;E;01.01.0001;25.10.199325.10.1993;
70035;70500;AUGICOURT;AUGICOURT;70;E;01.01.0001;25.10.199325.10.1993;
24016;24300;AUGIGNAC;AUGIGNAC;24;E;01.01.0001;25.10.199325.10.1993;
09027;09800;AUGIREIN;AUGIREIN;09;E;01.01.0001;25.10.199325.10.1993;
39027;39270;AUGISEY;AUGISEY;39;E;01.01.0001;25.10.199325.10.1993;
63017;63340;AUGNAT;AUGNAT;63;E;01.01.0001;25.10.199325.10.1993;
32014;32120;AUGNAX;AUGNAX;32;E;01.01.0001;25.10.199325.10.1993;
87004;87120;AUGNE;AUGNE;87;E;01.01.0001;25.10.199325.10.1993;
57039;57685;AUGNY;AUGNY;57;E;01.01.0001;25.10.199321.10.1996;
61012;61270;AUGUAISE;AUGUAISE;61;E;01.01.0001;25.10.199325.10.1993;
02036;02220;AUGY;AUGY;02;E;01.01.0001;25.10.199325.10.1993;
89023;89290;AUGY;AUGY;89;E;01.01.0001;25.10.199325.10.1993;
18017;18600;AUGY SUR AUBOIS;AUGY SUR AUBOIS;18;E;01.01.0001;25.10.199325.10.1993;
17023;17770;AUJAC;AUJAC;17;E;01.01.0001;25.10.199325.10.1993;
30022;30450;AUJAC;AUJAC;30;E;01.01.0001;25.10.199325.10.1993;
32015;32300;AUJAN MOURNEDE;AUJAN MOURNEDE;32;E;01.01.0001;25.10.199325.10.1993;
30023;30250;AUJARGUES;AUJARGUES;30;E;01.01.0001;25.10.199325.10.1993;
52027;52190;AUJEURRES;AUJEURRES;52;E;01.01.0001;25.10.199325.10.1993;
46010;46090;AUJOLS;AUJOLS;46;E;01.01.0001;25.10.199325.10.1993;
98B19;98755;AUKENA;AUKENA;98;E;01.01.0001;12.10.200912.10.2009;L
26018;26570;AULAN;AULAN;26;E;01.01.0001;25.10.199325.10.1993;
30024;30120;AULAS;AULAS;30;E;01.01.0001;25.10.199325.10.1993;
63018;63500;AULHAT ST PRIVAT;AULHAT ST PRIVAT;63;E;01.01.0001;25.10.199325.10.1993;
2A024;20116;AULLENE;AULLENE;2A;E;01.01.0001;25.10.199325.10.1993;
63019;63510;AULNAT;AULNAT;63;E;01.01.0001;25.10.199325.10.1993;
10017;10240;AULNAY;AULNAY;10;E;01.01.0001;25.10.199325.10.1993;
17024;17470;AULNAY;AULNAY;17;E;01.01.0001;25.10.199325.10.1993;
17024;17510;AULNAY;AULNAY;17;E;01.01.0001;05.05.200005.05.2000;
86013;86330;AULNAY;AULNAY;86;E;01.01.0001;25.10.199325.10.1993;
51021;51130;AULNAY AUX PLANCHES;VAL DES MARAIS;51;E;01.01.0001;25.10.199325.10.1993;
51022;51240;AULNAY L AITRE;AULNAY L AITRE;51;E;01.01.0001;25.10.199325.10.1993;
45014;45390;AULNAY LA RIVIERE;AULNAY LA RIVIERE;45;E;01.01.0001;25.10.199325.10.1993;
